V1	V2	V3	V4	V5	V6	V7	V8	feature_tmp_anno_homer_anchor1	feature_tmp_anno_homer_anchor2	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor1	feature_tmp_ATAC-seq-WT-hct116.peaks.txt_anchor2	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor1	feature_tmp_H3k4me3StdHotspotsRep1.broadPeak_anchor2	feature_tmp_HCT-H3k36me3_anchor1	feature_tmp_HCT-H3k36me3_anchor2	feature_tmp_HCT-H3k4me2_anchor1	feature_tmp_HCT-H3k4me2_anchor2	feature_tmp_HCT-H3k79me2_anchor1	feature_tmp_HCT-H3k79me2_anchor2	feature_tmp_HCT-H3k9ac_anchor1	feature_tmp_HCT-H3k9ac_anchor2	feature_tmp_HCT-H3k9me3_anchor1	feature_tmp_HCT-H3k9me3_anchor2	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor1	feature_tmp_Hct116CtcfStdPkRep1.narrowPeak_anchor2	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116Elf1V0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k27acUcdPk.narrowPeak_anchor2	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor1	feature_tmp_Hct116H3k4me1UcdPk.narrowPeak_anchor2	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116JundV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor1	feature_tmp_Hct116MaxV0422111PkRep2.broadPeak_anchor2	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor1	feature_tmp_Hct116Yy1sc281V0416101PkRep2.broadPeak_anchor2	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor1	feature_tmp_MethylRrbsHct116StanfordSitesRep2.bedRrbs_anchor2	feature_tmp_RNA-seq-peaks.txt_anchor1	feature_tmp_RNA-seq-peaks.txt_anchor2
chr7	35733310	35736093	chr7	35838752	35843071	loop_name_81	2	70	316	0	0	150.524002	124.738998	0	0	27.65685	28.17044	9.24769	24.74399	37.04836	32.44806	0	0	0	48	0	0	6.86291	7.33774	0	0	0	0	228.35	0	652.06	3100	2108336187	1792056688	155	43.5
chr13	99127579	99129879	chr13	99135427	99138770	loop_name_82	3	45650	37280	0	0	11.3672	25.562901	0	0	19.83247	24.27056	19.23449	26.6326	11.04366	17.19804	0	0	0	0	0	0	7.91122	9.2093	9.41633	19.32833	0	0	124.37	0	0	230.32	297386833	0	0	0
chr2	219133302	219135440	chr2	219574789	219577877	loop_name_83	2	561	765	0	0	132.576996	135.459	0	2.57516	57.27467	20.12007	12.5313	13.0625	71.04168	32.34534	0	0	0	55	173.73	0	5.78658	6.62437	0	0	0	0	0	108.23	3139.05	783.87	5916649037	7465579545	532	20.5
chr12	58157035	58162391	chr12	58164555	58168039	loop_name_84	13	1263	86	0	0	71.4105	95.8964	10.44999	5.35995	42.20103	24.24754	0	13.71977	29.16879	46.58213	0	0	47	0	0	0	3.80894	6.0634	2.75217	0	0	0	0	587.34	306.38	1543.53	930550859	1105154832	0	0
chr10	61467693	61470561	chr10	61723199	61726877	loop_name_85	1	522	4367	0	0	115.705002	0	0	0	28.34478	21.81237	3.48411	0	26.42424	3.63286	0	0	37	0	0	0	6.39279	4.42172	0	7.63277	0	426.74	105.63	0	400.38	128.27	5040476925	0	0	22.5
chr12	56074420	56076824	chr12	56613751	56618449	loop_name_86	1	292	347	0	0	118.817001	139.014008	0	0	28.22592	30.0627	6.26148	11.6809	24.72476	58.32231	0	0	70	92	0	319.61	4.02963	7.65624	0	0	0	0	0	0	497.49	824.55	0	2208080045	62	66.5
chr1	25030660	25033756	chr1	25050129	25052566	loop_name_87	2	39552	20412	0	0	9.48586	36.209599	0	0	10.67729	16.24344	0	0	4.69736	6.71053	0	0	0	0	0	0	2.73954	3.05122	0	2.73783	0	0	0	0	0	0	0	0	0	0
chr12	66021460	66030588	chr12	66032836	66054225	loop_name_88	81	10128	7379	16	18.5	12.80813	2.14003	11.38828	16.3685	14.83051	41.24036	29.18841	33.073	20.83076	59.56994	2.98532	0	0	0	0	0	8.91204	40.63175	7.67817	22.01711	515.33	1892.58	160.95	277.88	254.94	371.97	264101941	0	34	180
chr11	693506	697050	chr11	703579	709145	loop_name_89	5	313	242	23.5	0	124.561996	117.334999	0	0	35.16095	38.92852	19.5641	17.26019	48.28121	42.04275	0	0	27	15	0	0	12.8928	24.20842	3.4084	9.93768	0	0	127.59	0	2780.43	112.6	59119347	76267970	28	90.5
chr2	227629898	227633588	chr2	227662546	227667876	loop_name_90	1	31763	336	0	0	0	84.485428	6.99372	6.43756	3.89862	43.15164	16.26586	21.3185	2.3342	46.00463	2.4242	6.59162	0	52	0	0	13.79589	16.03623	5.84793	8.62408	0	0	0	0	0	179.61	0	22994098566	0	0
chr2	173912467	173915673	chr2	173939296	173942467	loop_name_91	2	26495	317	0	0	11.3672	108.945	0	0	11.72331	33.30569	0	7.69236	11.00472	31.89994	0	0	0	19	0	0	5.0169	15.47726	4.11802	4.45556	1977.49	0	0	0	212.93	260.99	0	13915276170	0	85
chr15	58758142	58764181	chr15	59223661	59227842	loop_name_92	1	29772	123	0	0	22.04595	135.893997	0	0	19.86541	18.76152	0	15.86526	13.22998	42.53719	0	0	0	11	0	0	9.00007	15.13156	8.65262	3.06817	424.37	0	0	0	184.07	2471.69	0	4678832552	0	451
chr1	156082127	156101458	chr1	156306210	156309439	loop_name_93	3	4115	381	0	0	166.70022	166.319004	36.05407	6.57026	90.81114	27.77388	82.50761	19.67956	95.28959	40.71044	0	0	182	24	0	0	29.33664	6.30074	39.36155	3.95302	0	0	138.01	275.08	1237.4	1583.42	11862651513	1406775917	1122	311
chr11	118926255	118929351	chr11	119204036	119206832	loop_name_94	1	154	224	17	10.5	119.458	145.856003	7.39883	3.04639	44.8437	29.79379	10.59441	7.98264	75.32045	47.60822	0	0	30	0	0	0	9.17103	3.95019	0	0	0	0	0	0	344.17	3020.85	12368497819	3218557712	0	203
chr19	17492553	17495235	chr19	17558315	17562609	loop_name_95	2	5736	1086	0	0	10.69304	63.456298	0	0	17.00564	42.45633	0	0	15.12366	26.90197	0	0	41	60	390.55	0	2.09452	7.67546	2.58257	2.73009	0	387.4	124.87	324.5	0	281.97	0	333628787	0	0
chr17	72867657	72871520	chr17	73118695	73123107	loop_name_96	1	433	6989	0	0	152.136993	46.811738	0	2.76643	39.74523	29.01887	4.91997	14.0618	41.60012	34.17792	0	0	0	0	462.24	0	9.17105	16.36848	0	6.79004	0	0	0	0	981.2	3100	3279121998	0	110	30.5
chr12	65698600	65704949	chr12	65880158	65897562	loop_name_97	4	29008	62231	0	16.5	22.013901	22.36529	5.26634	15.15413	24.20392	46.08968	10.53572	13.0284	24.26527	48.99416	0	7.28933	59	0	0	0	10.28911	22.62909	6.21681	16.62754	0	421.4	140.14	0	272.84	223.21	0	0	0	65.5
chr4	143639653	143644483	chr4	143663476	143667090	loop_name_98	1	125620	102405	0	0	12.60422	0	0	3.79338	23.85194	4.20285	0	0	7.8265	0	0	0	14	0	0	0	10.36846	2.86205	8.90385	0	388.8	0	0	0	0	0	0	0	0	0
chr14	24604104	24606666	chr14	24897140	24901730	loop_name_99	1	18	294	27	0	91.534897	129.796997	0	0	23.47377	29.79379	8.28109	10.90893	41.15416	49.49768	0	0	0	141	0	0	16.28297	7.88333	3.94583	4.18649	0	0	0	0	105.75	597.46	713560101	1767841004	281	243
chr14	77412086	77418101	chr14	77842043	77844445	loop_name_100	1	10887	208	0	0	5.0316	109.153999	0	0	26.87535	26.51871	0	3.93682	14.23496	28.35315	0	0	31	7	0	132.91	12.13439	9.27409	17.64157	0	0	0	0	0	320.88	361.44	1161215970	2958050060	0	70.5
chr12	66156438	66161498	chr12	66209662	66235703	loop_name_101	5	59272	1929	0	74.5	3.55959	128.588898	2.41397	36.5435	21.85475	46.16028	0	62.27034	5.08882	79.45278	0	0	8	9	0	147.97	7.74431	26.58257	2.87753	24.84471	800.27	1369.22	0	740.42	0	1589.52	0	8078723438	0	0
chr6	116690256	116693997	chr6	116706515	116710013	loop_name_102	1	94	15382	0	0	108.867996	7.12987	0	0	29.16557	8.22775	12.2675	8.64548	35.92686	7.34995	0	0	0	0	0	0	4.96821	3.32386	0	4.28553	0	281.92	200.88	613.78	252.98	456.28	9452072688	0	34	0
chr8	89950757	89953999	chr8	90552936	90560595	loop_name_103	1	612661	213173	0	0	5.68894	19.2891	0	0	8.83147	26.92397	0	0	7.74088	10.72386	0	0	0	0	0	0	3.0771	8.51321	6.06294	8.60354	1216.45	919.92	111	142.64	109.21	143.8	0	0	0	0
chr11	63931824	63935240	chr11	63948071	63955185	loop_name_104	2	53	1116	12	0	78.584198	140.993601	0	7.55911	37.96066	77.44108	22.14442	34.81137	45.70486	92.02022	0	0	0	32	0	0	7.46362	16.8205	0	8.31422	0	0	427.77	243.11	640.15	977.66	6968760002	7418607716	61	0
chr19	9184806	9187615	chr19	9693483	9696220	loop_name_105	1	17710	357	0	0	5.19472	196.490994	0	4.23091	11.91538	14.86102	0	37.29617	6.10573	39.53204	0	0	0	0	0	0	2.54377	4.67803	8.56564	0	487.09	0	132.01	323.57	747.66	2213.64	27557633	242378745	0	39
chr9	132235639	132270858	chr9	132499434	132501189	loop_name_106	1	2310	15032	58.5	0	212.874122	34.0802	8.87168	0	132.60016	35.54498	57.17373	0	167.86609	20.77494	3.11439	0	38	92	0	0	156.3677	8.01925	93.89867	0	0	0	408.45	0	2433.95	691.79	32665689491	2252502436	704	80.5
chr1	199239825	199244093	chr1	200382906	200387400	loop_name_107	1	124233	5967	12.5	0	0	19.25877	0	0	10.21969	30.16068	0	0	3.96775	19.63584	0	0	0	0	0	0	5.69095	7.78686	6.02275	8.08714	781.84	399.69	0	133.66	0	107.95	597725908	0	0	0
chr11	59316299	59320689	chr11	59381600	59384177	loop_name_108	1	36108	728	0	0	19.185509	180.191997	0	0	9.63467	18.76152	0	8.86877	16.70492	33.29931	0	0	9	0	0	0	4.72995	4.1998	3.93859	6.47776	0	0	1277.23	0	1216.11	705.95	0	2969152933	0	0
chr5	141701986	141708768	chr5	141851027	141853247	loop_name_109	1	519	147279	0	0	133.481995	12.2794	12.36059	0	24.62586	14.92013	37.97094	0	36.32012	9.78141	0	0	12	0	0	0	16.98262	9.1173	19.71842	4.7648	0	337.08	0	112.13	1060.83	163.25	5243078674	0	0	0
chr5	34655420	34658111	chr5	34914062	34917514	loop_name_110	1	170	8	36	50	121.699997	135.822998	0	2.92113	31.04348	22.58742	12.48421	34.76311	37.65532	51.15944	0	0	0	0	0	378.12	14.03776	7.56436	6.99256	5.37472	0	0	276.74	333.4	187.27	2934.12	3604291705	1536294975	64.5	593
chr3	30644354	30659432	chr3	30660917	30675951	loop_name_111	62	3899	20440	0	12	134.457557	11.88095	13.86404	22.44664	57.75298	48.16635	18.91156	39.41908	64.56772	32.55428	0	0	11	15	0	0	20.68677	14.49399	20.96573	18.32836	788.2	529.45	0	0	410.94	216.41	980747967	0	0	0
chr1	28654346	28657479	chr1	28842688	28846610	loop_name_112	1	400	96	0	0	127.657997	102.977577	2.98176	4.29688	19.76025	25.49816	10.18221	20.06324	25.25084	66.6559	0	0	0	101	416.54	0	8.16874	7.60235	0	2.89888	0	0	244.45	238.65	3100	185.56	573110433	1874920433	71.5	108
chr7	73049586	73052547	chr7	73586081	73590630	loop_name_113	1	12194	350	0	0	5.68894	137.129492	0	5.37128	21.9672	25.76896	2.13934	31.74789	15.52238	54.26182	0	0	0	0	0	0	14.31972	11.21594	19.55153	5.85091	249.4	0	0	0	504.66	1383.76	73050378	7873998094	0	0
chr11	61809752	61816088	chr11	62275038	62277340	loop_name_114	1	77788	36970	19.5	0	12.95921	17.0455	0	0	20.30049	18.68424	0	0	22.82901	5.55762	0	0	0	58	0	0	8.72737	2.56604	15.94517	7.03829	569.81	0	662.44	496.62	123.3	158.93	0	0	0	0
chr1	6613194	6615994	chr1	6843615	6846437	loop_name_115	1	64	14	47.5	0	143.175995	222.329003	0	0	34.29718	50.20176	32.04239	5.91316	55.00412	55.30781	0	0	95	0	0	0	13.03965	5.11963	0	0	0	0	0	0	2327.68	539.8	416709072	1102089493	84	48
chr10	93681941	93684650	chr10	94331421	94336404	loop_name_116	1	440	61	0	0	138.578995	110.244003	0	0	23.20909	17.45021	13.97774	9.5969	37.97031	46.41629	0	0	0	90	0	0	5.20405	8.85331	0	4.22326	0	0	348.76	0	411.21	593.87	4965228690	10754034841	129.5	132
chr7	100080097	100082251	chr7	100270396	100273938	loop_name_117	1	376	804	12	0	61.051998	116.882004	0	0	24.12861	31.40382	0	24.34228	7.68282	36.80132	0	0	84	0	0	0	9.33339	14.18025	8.93301	0	0	0	0	0	390.16	307.02	6705438862	10328092949	0	0
chr17	74729233	74735786	chr17	74782461	74784941	loop_name_118	5	120	11425	0	0	135.84914	4.26938	11.99476	0	53.26036	8.08568	21.58516	0	55.3275	4.97333	0	0	0	0	0	0	7.59747	2.71692	2.24207	4.48415	0	0	0	0	3100	0	10088994771	74783020	2070	0
chr19	7098172	7100608	chr19	7980788	7987266	loop_name_119	1	29919	1167	0	0	124.059998	145.911301	2.27569	4.23091	19.32933	56.90241	0	13.85604	17.52644	53.02663	3.00735	0	0	59	0	0	4.20607	9.26509	0	2.6332	0	0	0	108.86	704.56	932.53	141985576	1205374321	0	0
chr16	75042803	75048413	chr16	75141020	75146680	loop_name_120	1	12693	6820	0	0	25.13225	34.101529	0	0	25.46103	18.54655	22.91332	0	15.46431	29.21358	0	0	0	109	0	0	13.34077	6.99911	16.06362	3.90442	175.89	0	0	0	477.6	308.84	0	225432115	0	237.5
chr5	139026803	139033084	chr5	139675757	139683687	loop_name_121	1	630	2967	12.5	0	108.54327	149.665374	0	2.14926	21.73851	36.35684	23.60079	18.14861	56.67455	33.11585	0	0	0	0	0	0	22.76068	12.71691	28.70989	9.896	0	0	0	0	387.16	2653	12373572578	977779562	28	182
chr16	89159456	89162425	chr16	89233010	89234729	loop_name_122	1	724	1079	0	0	135.817993	2.90721	2.59054	0	30.16931	9.84314	12.60513	0	28.17192	5.27784	0	0	0	152	0	0	7.84542	4.79203	0	5.48414	0	0	0	0	888.56	163.51	4190542750	981572916	40.5	0
chr1	227504241	227509034	chr1	227582006	227586592	loop_name_123	1	812	78473	0	0	120.668999	23.34918	0	0	25.65989	15.70636	16.00636	0	29.94682	4.80176	0	0	8	0	0	0	10.13875	4.10441	0	5.2942	0	238.6	0	0	2394.96	106.02	13877868754	0	482	0
chr19	38893151	38895078	chr19	39137761	39144850	loop_name_124	1	340	3050	0	0	111.589996	128.992996	0	8.83756	54.75837	37.05248	8.41323	26.48404	38.10026	74.5718	0	0	86	0	0	0	6.1854	2.89917	0	7.62472	0	0	106.67	0	644.06	381.77	1516863127	1487261478	0	593
chr5	122109920	122112361	chr5	122370629	122375089	loop_name_125	1	450	434	0	0	154.873993	110.027	0	0	21.46589	22.44086	6.01689	0	33.62	19.5489	0	0	12	0	0	0	4.87809	9.66835	3.7243	0	0	0	0	141.29	1783.26	592.88	1343217369	6118610332	0	137
chr5	140025833	140028485	chr5	140936241	140938558	loop_name_126	1	211	478	0	0	132.356003	17.0455	0	3.79462	21.58507	8.34676	13.78685	2.451	33.57375	10.42299	0	0	0	86	0	0	3.73753	4.72146	0	0	0	0	0	0	424.71	3100	1540302727	422809246	209	0
chr10	75838254	75842326	chr10	75877483	75880010	loop_name_127	1	70259	31802	0	0	3.90065	0	2.29181	13.67821	10.90608	5.86165	18.81415	12.99851	6.21859	6.33569	0	0	63	0	0	0	7.08166	3.93809	5.99196	2.82532	455.05	0	0	0	0	214.79	0	75879720	0	1934
chr1	235323134	235325909	chr1	235665807	235671315	loop_name_128	1	409	780	0	0	147.75	124.751999	0	0	22.15812	40.31748	10.2872	15.97346	26.23196	54.90124	0	0	14	67	892.74	0	4.17033	10.97308	0	0	0	0	0	0	955.09	908.52	2823893535	15082744452	232	51.5
chr16	2730510	2733832	chr16	2768834	2774679	loop_name_129	5	324	1205	0	0	134.298538	74.031301	0	0	11.2686	34.5911	12.28779	0	19.98335	37.41774	0	0	0	39	405.82	0	7.18804	27.11931	0	7.92041	0	0	556.19	0	2392.09	1051.03	43721463	133000476	287.5	0
chr11	94821511	94827748	chr11	94837529	94843986	loop_name_130	17	1656	17784	0	0	94.594337	40.8335	0	4.12872	29.82254	34.59214	10.71238	27.0905	34.11276	21.60758	0	0	47	0	0	0	8.79257	7.10119	5.96921	7.96714	0	0	0	228.97	831.29	178.77	7396205469	379364653	197	0
chr13	100618825	100624798	chr13	101033414	101036493	loop_name_131	1	386	98315	0	0	118.483002	0	3.60123	0	59.61632	7.35404	9.62703	0	47.42634	0	0	0	0	0	0	0	22.68038	4.75127	3.46149	5.74596	0	121.75	467.76	0	327.78	0	14489634631	0	0	0
chr21	32653857	32658422	chr21	32880032	32884012	loop_name_132	1	60529	49378	0	0	68.40879	9.24853	3.54934	0	14.01407	18.4379	2.80114	13.0668	17.71222	12.66457	0	0	15	77	0	0	5.92621	4.87955	12.65117	6.34112	0	0	0	489.3	0	0	0	0	20	0
chr17	76336665	76341170	chr17	76877786	76882794	loop_name_133	1	17242	19009	0	0	44.324799	55.031689	0	0	34.619	23.35302	0	14.65558	32.41056	29.59172	0	0	0	6	0	0	11.01696	8.87092	6.75367	9.79178	0	0	0	0	158.6	313.98	5420018424	1537601619	0	0
chr5	134238702	134243549	chr5	135466470	135470207	loop_name_134	1	316	195	0	0	116.124001	136.522003	3.26089	0	35.49799	16.54979	10.46012	15.03148	51.19408	40.01407	0	0	131	0	0	0	24.48648	13.64764	9.9872	2.95511	0	0	198.65	132.98	2555.37	444.14	7249005686	7721713705	0	37.5
chr12	123919295	123921953	chr12	123941582	123944590	loop_name_135	1	656	435	0	0	112.865997	122.666	0	0	27.76553	19.37545	6.4685	10.92918	19.29262	36.30454	0	0	6	16	0	0	5.31991	11.04954	0	0	0	0	0	0	0	3100	2354499603	0	116	25.5
chr19	12791136	12793985	chr19	12831568	12835370	loop_name_136	3	140	7	27.5	0	141.296898	114.084	5.82938	3.98203	32.49596	29.22477	12.56504	32.05385	38.22045	38.62272	0	0	8	0	136.31	0	7.69084	3.29661	0	0	0	0	134.61	541.54	2740.69	382.49	434947118	346481014	457	175.5
chr19	39887316	39904215	chr19	39918207	39922794	loop_name_137	14	1721	6159	0	0	159.429719	14.48847	14.83223	2.62902	46.70223	49.33867	28.30331	0	129.55915	29.2139	0	0	257	0	0	214.96	25.5268	9.19753	20.78521	6.19402	131.71	0	221.84	339.7	1200.14	0	5506198781	678641725	702	0
chr6	27247752	27249966	chr6	27774483	27785509	loop_name_138	1	31152	2154	0	0	26.2726	144.847648	0	0	22.88664	36.74461	0	0	5.9037	42.90899	0	8.33847	0	8	0	0	6.59497	20.29259	0	17.31805	0	0	0	158.94	0	421.89	190739470	416723045	0	5331
chr19	10215858	10219094	chr19	10679135	10681987	loop_name_139	1	577	906	0	0	136.806	96.200203	9.20844	0	34.52959	37.44301	36.59139	0	33.40343	63.70981	0	0	0	20	0	0	4.2622	6.74348	4.78331	4.41227	0	0	688.41	230.11	198.06	500.66	541502707	833009312	0	0
chr10	73721859	73726820	chr10	74078246	74094575	loop_name_140	1	220	28496	0	0	99.792702	54.84247	0	0	46.58808	68.03813	9.76241	0	44.51772	55.0125	0	0	0	80	0	0	7.53074	22.36194	6.55121	27.41979	0	0	0	164.92	0	1840.87	6266542883	3555885348	0	258
chr1	150205994	150210102	chr1	150599860	150604331	loop_name_141	1	456	2	0	0	146.067993	140.207812	0	5.91036	25.38056	21.96491	10.16186	7.08259	44.6249	17.86741	0	0	11	0	0	0	13.34394	3.76947	0	0	0	0	0	0	1488.89	3230.05	7510375982	301204517	576	0
chr12	46763502	46769199	chr12	46775419	46781970	loop_name_142	6	294	805	0	0	123.374001	110.606587	10.7511	2.67393	31.29999	27.75324	16.28752	8.90381	40.18851	34.57777	0	0	8	0	0	0	8.42218	16.52624	10.17324	10.48486	0	0	155.63	116.13	493.19	532.34	1496520708	2338869421	2053	447
chr10	114234453	114237837	chr10	114242892	114244815	loop_name_143	1	28841	36550	0	0	4.98984	2.84981	0	2.24092	12.12273	3.13023	5.88918	4.15536	13.94693	6.64829	0	0	49	0	0	0	6.87534	3.14356	3.2138	3.60522	0	0	0	0	0	0	0	0	0	0
chr5	137088384	137091661	chr5	137547972	137549781	loop_name_144	1	16	155	0	0	159.585999	152.606003	0	0	26.01009	42.6659	18.01585	17.13895	47.58847	47.58847	0	0	0	0	0	0	16.23325	6.98599	0	0	0	0	0	0	1543.53	2743.34	1645087002	1375489658	511	175
chr5	179188916	179191611	chr5	179496959	179499723	loop_name_145	1	30413	777	0	15.5	0	100.089996	0	0	10.46246	53.00825	21.87179	5.51528	6.33663	35.18908	0	4.57271	88	0	0	0	7.59775	8.89425	7.11417	4.18033	0	0	0	856.29	113.45	166.15	0	12026413352	0	90.5
chr2	128050025	128053520	chr2	128282574	128285820	loop_name_146	1	21	110	0	0	142.744003	155.147995	5.71198	0	21.58219	25.4092	18.37228	22.09631	34.50912	57.53316	0	0	0	8	167.65	0	5.63808	8.23305	8.91113	2.4303	0	0	0	0	206.29	2897.67	1536615051	4489940802	144	138
chr11	47938123	47941216	chr11	47945253	47946843	loop_name_147	3	62440	56062	0	0	25.795369	0	0	0	13.08921	11.62136	0	0	3.38838	8.70949	0	0	0	0	0	0	3.0041	4.17843	6.9257	4.86914	0	0	0	105.04	117.63	0	0	0	0	0
chr10	74055000	74059698	chr10	75909459	75912401	loop_name_148	1	23672	13	0	0	86.293999	152.806	0	0	30.38408	26.29108	0	20.96904	34.89084	43.53527	0	0	0	10	0	0	8.26308	7.00566	6.03679	5.00611	0	0	0	0	971.89	535.45	148114430	1897771088	46	0
chr7	2392421	2396023	chr7	2489707	2492472	loop_name_149	1	252	24927	0	0	155.859805	12.7868	0	0	50.91256	21.95814	27.93655	0	50.84101	8.65677	0	0	0	82	0	0	15.88807	3.03063	0	3.30324	0	0	1744.09	0	3037.93	247.71	177215008	42352560	661	0
chr12	56692133	56695636	chr12	57021916	57024592	loop_name_150	1	290	861	0	0	134.705002	113.109001	3.7539	0	29.20111	23.94141	22.03609	15.01894	53.65903	47.44428	0	0	0	0	0	0	4.50098	2.79758	3.82911	2.981	0	0	350.92	0	0	1389.46	793717744	2737144925	101	0
chr12	66339297	66344697	chr12	66428956	66430782	loop_name_151	1	66050	5023	0	0	8.6942	6.42754	3.78009	0	8.72955	11.59673	6.46863	0	8.99215	4.87493	0	0	0	46	0	0	2.75523	3.1886	2.24163	3.12625	293.78	0	146.53	0	146.73	0	0	0	0	0
chr1	21022167	21026626	chr1	21057924	21061369	loop_name_152	3	20113	514	12	0	48.28653	63.181301	0	0	33.48101	26.05422	0	3.72586	23.66055	19.0504	0	0	88	19	0	0	11.45525	9.5731	5.32585	8.80401	0	0	0	107.71	128.31	204.97	231257597	1916346266	0	0
chr3	48074403	48077106	chr3	48505740	48509898	loop_name_153	1	55014	190	0	0	4.7314	91.933197	0	12.36912	9.14507	27.34101	11.1757	9.86882	7.51855	30.1223	0	0	0	36	0	0	4.99949	12.01186	9.58664	0	308.24	0	336.36	0	0	294.2	0	194029787	0	531
chr7	2438861	2440794	chr7	2558760	2568754	loop_name_154	2	3367	2951	0	16	2.84981	90.897771	0	6.47379	13.35611	92.55057	0	8.25228	3.68129	46.091	0	0	0	20	0	0	4.09135	32.54503	4.73265	29.49313	0	0	0	314.7	0	204.22	0	350854070	0	47.5
chr11	66658590	66660939	chr11	67069636	67072720	loop_name_155	1	15575	259	0	0	9.61685	115.482002	0	2.73764	13.92517	31.95837	0	5.25214	13.54612	40.95631	0	0	16	0	0	0	4.56602	7.33156	4.48414	0	500.63	0	143.48	0	215.46	316.22	0	4963268619	0	151
chr6	28723503	28727827	chr6	28804841	28808331	loop_name_156	5	103413	24868	0	0	38.338902	80.925903	0	0	25.61962	26.42106	0	0	18.92392	16.47293	0	0	0	80	0	0	4.19556	3.27621	4.03515	0	0	0	319.05	460.06	470.34	932.16	57451583	633746077	0	0
chr7	73864946	73870789	chr7	74023483	74027920	loop_name_157	1	252	46289	0	0	84.496157	29.31532	0	0	36.58027	34.49182	8.44528	0	44.50749	11.09187	0	0	0	0	0	0	17.15035	12.22534	11.38086	30.65964	194.77	462.28	0	120.85	614.67	112.85	7608441616	0	0	0
chr6	53211794	53214725	chr6	53222919	53226081	loop_name_158	6	483	10523	0	0	110.606003	95.238572	0	0	19.77839	26.62829	7.43684	0	25.19278	24.00882	0	0	0	0	0	0	8.55587	7.51826	0	7.87814	0	0	111.2	0	421.91	217.97	4895646864	904810512	110	0
chr17	79847153	79850947	chr17	79883476	79887403	loop_name_159	1	384	147	0	0	114.273003	99.900497	7.88705	0	53.54055	52.63483	26.78302	17.11455	49.79987	74.26321	0	0	0	50	0	0	12.62343	9.64926	3.50934	2.72566	0	0	728.52	189.23	1717.4	401.98	2954421972	11183951673	418	0
chr9	130317085	130321385	chr9	130322086	130333114	loop_name_160	18	12161	3796	0	0	6.83997	188.143908	13.78804	19.32894	11.24615	66.13895	14.16733	36.5989	19.53581	94.36632	0	0	0	12	0	0	10.72523	39.35291	6.21384	37.50719	0	290.98	362.8	0	219.13	669.42	130319811	9383815011	0	93.5
chr9	139970682	139973264	chr9	139976046	139983875	loop_name_161	6	20	1308	0	0	59.687599	111.157161	4.23091	3.28513	26.57246	34.62626	4.47103	8.52188	35.02061	100.86664	0	0	0	0	0	0	19.7004	26.37552	9.94907	6.44295	0	198.08	0	0	137.49	2013.63	16796663090	3919446796	0	303
chr11	73204135	73206944	chr11	73308109	73311581	loop_name_162	1	103694	611	0	13	7.67588	120.848999	0	0	15.52167	29.25739	5.39535	5.55471	9.0161	26.40303	0	0	0	9	0	162.22	3.90092	2.66754	3.58546	0	0	0	0	0	143.32	1067.82	0	4618476908	0	45
chr12	53296224	53303332	chr12	53385854	53388395	loop_name_163	2	910	12917	0	0	119.543367	6.39872	6.43579	0	45.65579	7.04811	45.08151	0	58.56962	9.42227	0	0	63	0	0	0	18.05992	4.26667	4.94017	4.12162	0	107.83	0	268.61	610.4	0	1385739819	0	1320	0
chr16	31007049	31011093	chr16	31127295	31130229	loop_name_164	1	12552	223	0	0	114.286003	103.866997	0	2.98892	39.03449	39.83237	0	18.08599	38.08816	21.4879	0	0	0	7	0	0	4.06435	5.41707	4.08674	0	0	0	0	0	347.36	1267.86	682198817	840487628	0	0
chr2	226943405	226946344	chr2	227034936	227059446	loop_name_165	2	62635	39681	0	0	0	39.39264	9.23644	33.99273	10.01412	61.10122	0	31.86875	7.69446	61.29981	3.20125	4.69914	0	13	0	0	6.25684	47.68523	3.34167	70.32524	119.38	781.03	108.89	258.97	0	791.22	0	0	0	0
chr11	65335996	65346628	chr11	65768433	65771593	loop_name_166	2	1492	376	0	0	94.0942	119.982002	12.04861	0	19.06722	22.05002	37.30036	37.4872	93.9951	47.17678	0	0	102	8	0	211.14	66.14795	10.00477	35.27778	0	0	0	114.92	219.28	1890.95	634.07	12087997779	2038858313	428	345
chr1	180990714	180992581	chr1	181055541	181060155	loop_name_167	1	609	210	0	0	147.598007	100.352997	0	5.22301	17.31246	16.49409	7.18895	11.36524	41.11764	30.40281	0	0	0	0	0	0	8.40882	4.37732	0	8.5672	0	0	0	261.84	746.99	408.7	4524797448	14122561423	67	798
